time,NDVI,NEE,Re,GPP
863,NA,NA,NA,NA
864,NA,NA,NA,NA
865,NA,NA,NA,NA
866,NA,NA,NA,NA
867,NA,NA,NA,NA
868,NA,NA,NA,NA
869,NA,NA,NA,NA
870,NA,NA,NA,NA
871,NA,NA,NA,NA
872,NA,NA,NA,NA
873,NA,NA,NA,NA
874,NA,NA,NA,NA
875,NA,NA,NA,NA
876,NA,NA,NA,NA
877,NA,NA,NA,NA
878,NA,NA,NA,NA
879,NA,NA,NA,NA
880,0.52512207,-0.484263555,0.520505257,1.004768812
881,0.464862075,-0.13445631,0.465021358,0.599477668
882,0.464915033,-0.062754152,0.480126312,0.542880464
883,0.508480861,-0.053374421,0.53227707,0.58565149
884,0.523347287,-0.477684566,0.517960653,0.995645219
885,0.491365593,-0.94629437,0.458791134,1.405085504
886,0.526145749,-0.722172443,0.509388275,1.231560718
887,0.520302017,-0.973588602,0.509645055,1.483233657
888,0.515416632,-0.754665725,0.499434172,1.254099897
889,0.395214026,-0.40340455,0.552341902,0.955746453
890,0.500460828,-0.782997791,0.589166117,1.372163908
891,0.47701083,-0.895741493,0.469704482,1.365445975
892,0.525678743,-0.60807979,0.523734346,1.131814136
893,0.557824044,-0.869333606,0.566435004,1.43576861
894,0.404136795,-0.640134334,0.525248745,1.165383079
895,0.487299013,-0.930123279,0.625138875,1.555262153
896,0.514619892,-0.980188775,0.902636519,1.882825293
897,0.527388408,-1.011264642,1.028034171,2.039298813
898,0.519771918,-0.778412385,1.30347873,2.081891115
899,0.550067624,-1.219529532,1.452325814,2.671855345
900,0.552727408,-1.269054567,1.437773482,2.706828049
901,0.526645898,-1.433754024,1.32314391,2.756897934
902,0.50000862,-1.638181552,1.352698155,2.990879707
903,0.539330819,-1.453620146,1.138521524,2.59214167
904,0.514722546,-1.952180524,1.246200102,3.198380626
905,0.543741688,-1.911349102,1.395041899,3.306391001
906,0.553663766,-1.516535212,1.388646505,2.905181716
907,0.574232962,-2.530906152,1.36986844,3.900774592
908,0.55504395,-1.497133948,1.351417584,2.848551531
909,0.58581574,-2.636192406,1.291628695,3.9278211
910,0.542325807,-2.048686757,1.243890083,3.292576841
911,0.530133697,-1.957389755,1.149127822,3.106517577
912,0.567906723,-1.978342949,1.150342057,3.128685006
913,0.580952066,-2.085058594,1.238479332,3.323537926
914,0.575717198,-2.78907249,1.230316639,4.019389129
915,0.505038364,-0.839054505,1.437211139,2.276265643
916,0.564237417,-1.967200287,1.647772082,3.614972369
917,0.581823751,-2.497002662,1.851445483,4.348448145
918,0.591254137,-2.676443221,1.859578731,4.536021952
919,0.601464921,-2.97114761,1.945865685,4.917013295
920,0.617504572,-3.005191998,1.961696909,4.966888907
921,0.586254175,-3.142485034,1.894331108,5.036816142
922,0.589871895,-2.858351572,2.246693483,5.105045055
923,0.592863156,-1.568349985,2.127670699,3.696020684
924,0.535474316,-0.667195055,2.201500534,2.868695589
925,0.569765541,-1.980585082,2.061028372,4.041613454
926,0.606762846,-3.031593132,2.031203129,5.06279626
927,0.591306825,-1.763955526,1.998998422,3.762953948
928,0.632962791,-2.681492041,1.9353317,4.616823741
929,0.613881403,-2.65600695,1.864826613,4.520833563
930,0.621711928,-2.399680438,1.882764558,4.282444996
931,0.616938125,-1.695966496,1.84166393,3.537630426
932,0.605443699,-2.073189441,1.839308877,3.912498318
933,0.613723262,-1.869520423,1.711954299,3.581474722
934,0.616070876,-1.858183266,1.715042543,3.573225809
935,0.631288959,-2.63593108,1.794160836,4.430091915
936,0.527860657,-1.798693189,1.837338952,3.636032142
937,0.589486192,-2.819559561,1.841011329,4.66057089
938,0.638330678,-2.072683704,1.803565996,3.8762497
939,0.631890265,-1.745051333,1.78351388,3.528565214
940,0.649853702,-1.016526442,1.614524847,2.631051288
941,0.639154255,-1.397845176,1.370426635,2.768271811
942,0.65730461,-1.645598953,1.376303659,3.021902612
943,0.656352384,-1.784602099,1.331921349,3.116523448
944,0.647076276,-0.757658471,1.235272901,1.992931372
945,0.690641557,-1.725583527,1.409105899,3.134689426
946,0.629418682,-0.953234895,1.383516634,2.336751529
947,0.601254839,-1.139914467,1.382571074,2.522485541
948,0.637914513,-1.402110562,1.248588501,2.650699063
949,0.609237802,-0.549652727,1.224516211,1.774168938
950,NA,NA,NA,NA
951,NA,NA,NA,NA
952,NA,NA,NA,NA
953,NA,NA,NA,NA
954,NA,NA,NA,NA
955,NA,NA,NA,NA
956,NA,NA,NA,NA
957,NA,NA,NA,NA
958,NA,NA,NA,NA
959,NA,NA,NA,NA
960,NA,NA,NA,NA
961,NA,NA,NA,NA
962,NA,NA,NA,NA
963,NA,NA,NA,NA
964,NA,NA,NA,NA
965,NA,NA,NA,NA
966,NA,NA,NA,NA
967,NA,NA,NA,NA
968,NA,NA,NA,NA
969,NA,NA,NA,NA
970,NA,NA,NA,NA
971,NA,NA,NA,NA
972,NA,NA,NA,NA
973,NA,NA,NA,NA
974,NA,NA,NA,NA
975,NA,NA,NA,NA
976,NA,NA,NA,NA
977,NA,NA,NA,NA
978,NA,NA,NA,NA
979,NA,NA,NA,NA
980,NA,NA,NA,NA
981,NA,NA,NA,NA
982,NA,NA,NA,NA
983,NA,NA,NA,NA
984,NA,NA,NA,NA
985,NA,NA,NA,NA
986,NA,NA,NA,NA
987,NA,NA,NA,NA
988,NA,NA,NA,NA
989,NA,NA,NA,NA
990,NA,NA,NA,NA
991,NA,NA,NA,NA
992,NA,NA,NA,NA
993,NA,NA,NA,NA
994,NA,NA,NA,NA
995,NA,NA,NA,NA
996,NA,NA,NA,NA
997,NA,NA,NA,NA
998,NA,NA,NA,NA
999,NA,NA,NA,NA
1000,NA,NA,NA,NA
1001,NA,NA,NA,NA
1002,NA,NA,NA,NA
1003,NA,NA,NA,NA
1004,NA,NA,NA,NA
1005,NA,NA,NA,NA
1006,NA,NA,NA,NA
1007,NA,NA,NA,NA
1008,NA,NA,NA,NA
1009,NA,NA,NA,NA
1010,NA,NA,NA,NA
1011,NA,NA,NA,NA
1012,NA,NA,NA,NA
1013,NA,NA,NA,NA
1014,NA,NA,NA,NA
1015,NA,NA,NA,NA
1016,NA,NA,NA,NA
1017,NA,NA,NA,NA
1018,NA,NA,NA,NA
1019,NA,NA,NA,NA
1020,NA,NA,NA,NA
1021,NA,NA,NA,NA
1022,NA,NA,NA,NA
1023,NA,NA,NA,NA
1024,NA,NA,NA,NA
1025,NA,NA,NA,NA
1026,NA,NA,NA,NA
1027,NA,NA,NA,NA
1028,NA,NA,NA,NA
1029,NA,NA,NA,NA
1030,NA,NA,NA,NA
1031,NA,NA,NA,NA
1032,NA,NA,NA,NA
1033,NA,NA,NA,NA
1034,NA,NA,NA,NA
1035,NA,NA,NA,NA
1036,NA,NA,NA,NA
1037,NA,NA,NA,NA
1038,NA,NA,NA,NA
1039,NA,NA,NA,NA
1040,NA,NA,NA,NA
1041,NA,NA,NA,NA
1042,NA,NA,NA,NA
1043,NA,NA,NA,NA
1044,NA,NA,NA,NA
1045,NA,NA,NA,NA
1046,NA,NA,NA,NA
1047,NA,NA,NA,NA
1048,NA,NA,NA,NA
1049,NA,NA,NA,NA
1050,NA,NA,NA,NA
1051,NA,NA,NA,NA
1052,NA,NA,NA,NA
1053,NA,NA,NA,NA
1054,NA,NA,NA,NA
1055,NA,NA,NA,NA
1056,NA,NA,NA,NA
1057,NA,NA,NA,NA
1058,NA,NA,NA,NA
1059,NA,NA,NA,NA
1060,NA,NA,NA,NA
1061,NA,NA,NA,NA
1062,NA,NA,NA,NA
1063,NA,NA,NA,NA
1064,NA,NA,NA,NA
1065,NA,NA,NA,NA
1066,NA,NA,NA,NA
1067,NA,NA,NA,NA
1068,NA,NA,NA,NA
1069,NA,NA,NA,NA
1070,NA,NA,NA,NA
1071,NA,NA,NA,NA
1072,NA,NA,NA,NA
1073,NA,NA,NA,NA
1074,NA,NA,NA,NA
1075,NA,NA,NA,NA
1076,NA,NA,NA,NA
1077,NA,NA,NA,NA
1078,NA,NA,NA,NA
1079,NA,NA,NA,NA
1080,NA,NA,NA,NA
1081,NA,NA,NA,NA
1082,NA,NA,NA,NA
1083,NA,NA,NA,NA
1084,NA,NA,NA,NA
1085,NA,NA,NA,NA
1086,NA,NA,NA,NA
1087,NA,NA,NA,NA
1088,NA,NA,NA,NA
1089,NA,NA,NA,NA
1090,NA,NA,NA,NA
1091,NA,NA,NA,NA
1092,NA,NA,NA,NA
1093,NA,NA,NA,NA
1094,NA,NA,NA,NA
1095,NA,NA,NA,NA
1096,NA,NA,NA,NA
1097,NA,NA,NA,NA
1098,NA,NA,NA,NA
1099,NA,NA,NA,NA
1100,NA,NA,NA,NA
1101,NA,NA,NA,NA
1102,NA,NA,NA,NA
1103,NA,NA,NA,NA
1104,NA,NA,NA,NA
1105,NA,NA,NA,NA
1106,NA,NA,NA,NA
1107,NA,NA,NA,NA
1108,NA,NA,NA,NA
1109,NA,NA,NA,NA
1110,NA,NA,NA,NA
1111,NA,NA,NA,NA
1112,NA,NA,NA,NA
1113,NA,NA,NA,NA
1114,NA,NA,NA,NA
1115,NA,NA,NA,NA
1116,NA,NA,NA,NA
1117,NA,NA,NA,NA
1118,NA,NA,NA,NA
1119,NA,NA,NA,NA
1120,NA,NA,NA,NA
1121,NA,NA,NA,NA
1122,NA,NA,NA,NA
1123,NA,NA,NA,NA
1124,NA,NA,NA,NA
1125,NA,NA,NA,NA
1126,NA,NA,NA,NA
1127,NA,NA,NA,NA
1128,NA,NA,NA,NA
1129,NA,NA,NA,NA
1130,NA,NA,NA,NA
1131,NA,NA,NA,NA
1132,NA,NA,NA,NA
1133,NA,NA,NA,NA
1134,NA,NA,NA,NA
1135,NA,NA,NA,NA
1136,NA,NA,NA,NA
1137,NA,NA,NA,NA
1138,NA,NA,NA,NA
1139,NA,NA,NA,NA
1140,NA,NA,NA,NA
1141,NA,NA,NA,NA
1142,NA,NA,NA,NA
1143,NA,NA,NA,NA
1144,NA,NA,NA,NA
1145,NA,NA,NA,NA
1146,NA,NA,NA,NA
1147,NA,NA,NA,NA
1148,NA,NA,NA,NA
1149,NA,NA,NA,NA
1150,NA,NA,NA,NA
1151,NA,NA,NA,NA
1152,NA,NA,NA,NA
1153,NA,NA,NA,NA
1154,NA,NA,NA,NA
1155,NA,NA,NA,NA
1156,NA,NA,NA,NA
1157,NA,NA,NA,NA
1158,NA,NA,NA,NA
1159,NA,NA,NA,NA
1160,NA,NA,NA,NA
1161,NA,NA,NA,NA
1162,NA,NA,NA,NA
1163,NA,NA,NA,NA
1164,NA,NA,NA,NA
1165,NA,NA,NA,NA
1166,NA,NA,NA,NA
1167,NA,NA,NA,NA
1168,NA,NA,NA,NA
1169,NA,NA,NA,NA
1170,NA,NA,NA,NA
1171,NA,NA,NA,NA
1172,NA,NA,NA,NA
1173,NA,NA,NA,NA
1174,NA,NA,NA,NA
1175,NA,NA,NA,NA
1176,NA,NA,NA,NA
1177,NA,NA,NA,NA
1178,NA,NA,NA,NA
1179,NA,NA,NA,NA
1180,NA,NA,NA,NA
1181,NA,NA,NA,NA
1182,NA,NA,NA,NA
1183,NA,NA,NA,NA
1184,NA,NA,NA,NA
1185,NA,NA,NA,NA
1186,NA,NA,NA,NA
1187,NA,NA,NA,NA
1188,NA,NA,NA,NA
1189,NA,NA,NA,NA
1190,NA,NA,NA,NA
1191,NA,NA,NA,NA
1192,NA,NA,NA,NA
1193,NA,NA,NA,NA
1194,NA,NA,NA,NA
1195,NA,NA,NA,NA
1196,NA,NA,NA,NA
1197,NA,NA,NA,NA
1198,NA,NA,NA,NA
1199,NA,NA,NA,NA
1200,NA,NA,NA,NA
1201,NA,NA,NA,NA
1202,NA,NA,NA,NA
1203,NA,NA,NA,NA
1204,NA,NA,NA,NA
1205,NA,NA,NA,NA
1206,NA,NA,NA,NA
1207,NA,NA,NA,NA
1208,NA,NA,NA,NA
1209,NA,NA,NA,NA
1210,NA,NA,NA,NA
1211,NA,NA,NA,NA
1212,NA,NA,NA,NA
1213,NA,NA,NA,NA
1214,NA,NA,NA,NA
1215,NA,NA,NA,NA
1216,NA,NA,NA,NA
1217,NA,NA,NA,NA
1218,NA,NA,NA,NA
1219,NA,NA,NA,NA
1220,NA,NA,NA,NA
1221,NA,NA,NA,NA
1222,NA,NA,NA,NA
1223,NA,NA,NA,NA
1224,NA,NA,NA,NA
1225,NA,NA,NA,NA
1226,NA,NA,NA,NA
1227,NA,NA,NA,NA
1228,NA,NA,NA,NA
1229,NA,NA,NA,NA
1230,NA,NA,NA,NA
1231,NA,NA,NA,NA
1232,NA,NA,NA,NA
1233,NA,NA,NA,NA
1234,NA,NA,NA,NA
1235,NA,NA,NA,NA
1236,NA,NA,NA,NA
1237,NA,NA,NA,NA
1238,NA,NA,NA,NA
1239,NA,NA,NA,NA
1240,NA,NA,NA,NA
1241,NA,NA,NA,NA
1242,NA,NA,NA,NA
1243,NA,NA,NA,NA
1244,NA,NA,NA,NA
1245,NA,NA,NA,NA
1246,NA,NA,NA,NA
1247,NA,NA,NA,NA
1248,NA,NA,NA,NA
1249,0.027029067,-0.318747795,0.571798604,0.890546399
1250,0.393516962,-0.346004192,0.526996647,0.873000839
1251,0.471485364,-0.137094884,0.278893862,0.415988746
1252,0.470969438,-0.736203552,0.319974745,1.056178296
1253,0.469529674,-1.121427204,0.509619135,1.631046339
1254,0.454149529,-1.116285502,0.461470165,1.577755667
1255,0.402056735,-1.189824776,0.36929281,1.559117587
1256,0.425207566,-0.783281472,0.496070195,1.279351667
1257,0.476321911,-0.738790672,0.59997397,1.338764642
1258,0.475888739,-0.519328213,0.68641258,1.205740793
1259,0.475260264,-0.820347686,0.773668726,1.594016412
1260,0.515616289,-1.34569798,0.825534098,2.171232078
1261,0.51230513,-1.304280859,0.953823596,2.258104456
1262,0.516284817,-1.036548545,1.021386608,2.057935154
1263,0.510040576,-0.895320892,1.063357754,1.958678646
1264,0.499819837,-1.111882503,1.095730975,2.207613478
1265,0.535847938,-0.787761198,1.257215848,2.044977046
1266,0.522963599,-0.599608525,1.69006005,2.289668576
1267,0.543377756,-1.145296562,2.058008532,3.203305094
1268,0.541119086,-1.895499948,2.349027232,4.244527179
1269,0.549414277,-2.020943471,2.7351624,4.756105871
1270,0.558990403,-2.152288529,2.603071047,4.755359576
1271,0.561161006,-1.454656144,2.692065581,4.146721724
1272,0.495311072,-1.416187556,2.707593767,4.123781323
1273,0.437800938,-2.173607766,2.669759054,4.843366821
1274,0.470799033,-2.088940644,2.493661493,4.582602137
1275,0.476982343,-1.136330394,2.302300727,3.438631121
1276,0.489936448,-2.518671903,2.234499283,4.753171186
1277,0.540128316,-2.429589024,2.286342501,4.715931525
1278,0.554027992,-1.649781899,2.116394963,3.766176862
1279,0.552869626,-2.461206381,1.951081783,4.412288164
1280,0.575510571,-2.730734443,1.972381574,4.703116017
1281,0.585711681,-2.30335124,1.826506327,4.129857567
1282,0.581759054,-3.047072881,1.758121876,4.805194756
1283,0.580017594,-2.618308956,1.507011199,4.125320155
1284,0.573505414,-2.496018083,1.549241956,4.045260039
1285,0.533712713,-1.613715349,1.486166724,3.099882072
1286,0.611284813,-1.935150654,1.484080912,3.419231566
1287,0.60166359,-2.232169195,1.360727674,3.592896869
1288,0.62128816,-2.332445054,1.310561417,3.643006471
1289,0.58086944,-1.566589106,1.342131068,2.908720174
1290,0.605335357,-1.129475224,1.484919288,2.614394512
1291,0.61306051,-1.188576249,1.511330005,2.699906254
1292,0.583685313,-2.19990099,1.490585165,3.690486155
1293,0.60483125,-0.85427615,1.55725985,2.411536
1294,0.597456778,-0.57585439,1.589641144,2.165495534
1295,0.612293746,-1.152815703,1.685962209,2.838777912
1296,0.474012453,-2.346518373,1.541802961,3.888321334
1297,0.490741375,-0.915225871,1.533313847,2.448539717
1298,0.506691986,-0.397895607,1.632563377,2.030458984
1299,0.60610362,-2.096550523,1.71052264,3.807073164
1300,0.616918119,-1.201216482,1.696099342,2.897315824
1301,0.614058172,-1.009950521,1.825548475,2.835498996
1302,0.619079537,-2.056047342,1.895863671,3.951911013
1303,0.631847386,-1.442471309,1.980306188,3.422777497
1304,0.649327036,-1.362904564,1.947791122,3.310695686
1305,0.666635176,-1.013907697,1.96368065,2.977588347
1306,0.63903538,-1.062161837,1.973642479,3.035804315
1307,0.617867299,-1.714130112,1.911317784,3.625447897
1308,0.625733042,-1.461840951,1.992664214,3.454505165
1309,0.63760337,-2.090870245,1.910850928,4.001721173
1310,0.648961641,-1.056653916,1.921573512,2.978227428
1311,0.681311163,-0.347915623,1.905849736,2.253765359
1312,0.662339643,-1.47543428,1.827322534,3.302756813
1313,0.666608318,-1.183375465,1.821959749,3.005335214
1314,0.462700829,0.4183023,1.796083353,1.377781053
1315,0.486473156,-1.169443463,1.676921621,2.846365084
1316,0.638000096,-1.015648343,1.587692965,2.603341308
1317,0.566919099,-1.55853035,1.456854311,3.015384661
1318,0.199323566,-0.711605301,1.432302957,2.143908258
1319,NA,NA,NA,NA
1320,NA,NA,NA,NA
1321,NA,NA,NA,NA
1322,NA,NA,NA,NA
1323,NA,NA,NA,NA
1324,NA,NA,NA,NA
1325,NA,NA,NA,NA
1326,NA,NA,NA,NA
1327,NA,NA,NA,NA
1328,NA,NA,NA,NA
1329,NA,NA,NA,NA
1330,NA,NA,NA,NA
1331,NA,NA,NA,NA
1332,NA,NA,NA,NA
1333,NA,NA,NA,NA
1334,NA,NA,NA,NA
1335,NA,NA,NA,NA
1336,NA,NA,NA,NA
1337,NA,NA,NA,NA
1338,NA,NA,NA,NA
1339,NA,NA,NA,NA
1340,NA,NA,NA,NA
1341,NA,NA,NA,NA
1342,NA,NA,NA,NA
1343,NA,NA,NA,NA
1344,NA,NA,NA,NA
1345,NA,NA,NA,NA
1346,NA,NA,NA,NA
1347,NA,NA,NA,NA
1348,NA,NA,NA,NA
1349,NA,NA,NA,NA
1350,NA,NA,NA,NA
1351,NA,NA,NA,NA
1352,NA,NA,NA,NA
1353,NA,NA,NA,NA
1354,NA,NA,NA,NA
1355,NA,NA,NA,NA
1356,NA,NA,NA,NA
1357,NA,NA,NA,NA
1358,NA,NA,NA,NA
1359,NA,NA,NA,NA
1360,NA,NA,NA,NA
1361,NA,NA,NA,NA
1362,NA,NA,NA,NA
1363,NA,NA,NA,NA
1364,NA,NA,NA,NA
1365,NA,NA,NA,NA
1366,NA,NA,NA,NA
1367,NA,NA,NA,NA
1368,NA,NA,NA,NA
1369,NA,NA,NA,NA
1370,NA,NA,NA,NA
1371,NA,NA,NA,NA
1372,NA,NA,NA,NA
1373,NA,NA,NA,NA
1374,NA,NA,NA,NA
1375,NA,NA,NA,NA
1376,NA,NA,NA,NA
1377,NA,NA,NA,NA
1378,NA,NA,NA,NA
1379,NA,NA,NA,NA
1380,NA,NA,NA,NA
1381,NA,NA,NA,NA
1382,NA,NA,NA,NA
1383,NA,NA,NA,NA
1384,NA,NA,NA,NA
1385,NA,NA,NA,NA
1386,NA,NA,NA,NA
1387,NA,NA,NA,NA
1388,NA,NA,NA,NA
1389,NA,NA,NA,NA
1390,NA,NA,NA,NA
1391,NA,NA,NA,NA
1392,NA,NA,NA,NA
1393,NA,NA,NA,NA
1394,NA,NA,NA,NA
1395,NA,NA,NA,NA
1396,NA,NA,NA,NA
1397,NA,NA,NA,NA
1398,NA,NA,NA,NA
1399,NA,NA,NA,NA
1400,NA,NA,NA,NA
1401,NA,NA,NA,NA
1402,NA,NA,NA,NA
1403,NA,NA,NA,NA
1404,NA,NA,NA,NA
1405,NA,NA,NA,NA
1406,NA,NA,NA,NA
1407,NA,NA,NA,NA
1408,NA,NA,NA,NA
1409,NA,NA,NA,NA
1410,NA,NA,NA,NA
1411,NA,NA,NA,NA
1412,NA,NA,NA,NA
1413,NA,NA,NA,NA
1414,NA,NA,NA,NA
1415,NA,NA,NA,NA
1416,NA,NA,NA,NA
1417,NA,NA,NA,NA
1418,NA,NA,NA,NA
1419,NA,NA,NA,NA
1420,NA,NA,NA,NA
1421,NA,NA,NA,NA
1422,NA,NA,NA,NA
1423,NA,NA,NA,NA
1424,NA,NA,NA,NA
1425,NA,NA,NA,NA
1426,NA,NA,NA,NA
1427,NA,NA,NA,NA
1428,NA,NA,NA,NA
1429,NA,NA,NA,NA
1430,NA,NA,NA,NA
1431,NA,NA,NA,NA
1432,NA,NA,NA,NA
1433,NA,NA,NA,NA
1434,NA,NA,NA,NA
1435,NA,NA,NA,NA
1436,NA,NA,NA,NA
1437,NA,NA,NA,NA
1438,NA,NA,NA,NA
1439,NA,NA,NA,NA
1440,NA,NA,NA,NA
1441,NA,NA,NA,NA
1442,NA,NA,NA,NA
1443,NA,NA,NA,NA
1444,NA,NA,NA,NA
1445,NA,NA,NA,NA
1446,NA,NA,NA,NA
1447,NA,NA,NA,NA
1448,NA,NA,NA,NA
1449,NA,NA,NA,NA
1450,NA,NA,NA,NA
1451,NA,NA,NA,NA
1452,NA,NA,NA,NA
1453,NA,NA,NA,NA
1454,NA,NA,NA,NA
1455,NA,NA,NA,NA
1456,NA,NA,NA,NA
1457,NA,NA,NA,NA
1458,NA,NA,NA,NA
1459,NA,NA,NA,NA
1460,NA,NA,NA,NA
1461,NA,NA,NA,NA
1462,NA,NA,NA,NA
1463,NA,NA,NA,NA
1464,NA,NA,NA,NA
1465,NA,NA,NA,NA
1466,NA,NA,NA,NA
1467,NA,NA,NA,NA
1468,NA,NA,NA,NA
1469,NA,NA,NA,NA
1470,NA,NA,NA,NA
1471,NA,NA,NA,NA
1472,NA,NA,NA,NA
1473,NA,NA,NA,NA
1474,NA,NA,NA,NA
1475,NA,NA,NA,NA
1476,NA,NA,NA,NA
1477,NA,NA,NA,NA
1478,NA,NA,NA,NA
1479,NA,NA,NA,NA
1480,NA,NA,NA,NA
1481,NA,NA,NA,NA
1482,NA,NA,NA,NA
1483,NA,NA,NA,NA
1484,NA,NA,NA,NA
1485,NA,NA,NA,NA
1486,NA,NA,NA,NA
1487,NA,NA,NA,NA
1488,NA,NA,NA,NA
1489,NA,NA,NA,NA
1490,NA,NA,NA,NA
1491,NA,NA,NA,NA
1492,NA,NA,NA,NA
1493,NA,NA,NA,NA
1494,NA,NA,NA,NA
1495,NA,NA,NA,NA
1496,NA,NA,NA,NA
1497,NA,NA,NA,NA
1498,NA,NA,NA,NA
1499,NA,NA,NA,NA
1500,NA,NA,NA,NA
1501,NA,NA,NA,NA
1502,NA,NA,NA,NA
1503,NA,NA,NA,NA
1504,NA,NA,NA,NA
1505,NA,NA,NA,NA
1506,NA,NA,NA,NA
1507,NA,NA,NA,NA
1508,NA,NA,NA,NA
1509,NA,NA,NA,NA
1510,NA,NA,NA,NA
1511,NA,NA,NA,NA
1512,NA,NA,NA,NA
1513,NA,NA,NA,NA
1514,NA,NA,NA,NA
1515,NA,NA,NA,NA
1516,NA,NA,NA,NA
1517,NA,NA,NA,NA
1518,NA,NA,NA,NA
1519,NA,NA,NA,NA
1520,NA,NA,NA,NA
1521,NA,NA,NA,NA
1522,NA,NA,NA,NA
1523,NA,NA,NA,NA
1524,NA,NA,NA,NA
1525,NA,NA,NA,NA
1526,NA,NA,NA,NA
1527,NA,NA,NA,NA
1528,NA,NA,NA,NA
1529,NA,NA,NA,NA
1530,NA,NA,NA,NA
1531,NA,NA,NA,NA
1532,NA,NA,NA,NA
1533,NA,NA,NA,NA
1534,NA,NA,NA,NA
1535,NA,NA,NA,NA
1536,NA,NA,NA,NA
1537,NA,NA,NA,NA
1538,NA,NA,NA,NA
1539,NA,NA,NA,NA
1540,NA,NA,NA,NA
1541,NA,NA,NA,NA
1542,NA,NA,NA,NA
1543,NA,NA,NA,NA
1544,NA,NA,NA,NA
1545,NA,NA,NA,NA
1546,NA,NA,NA,NA
1547,NA,NA,NA,NA
1548,NA,NA,NA,NA
1549,NA,NA,NA,NA
1550,NA,NA,NA,NA
1551,NA,NA,NA,NA
1552,NA,NA,NA,NA
1553,NA,NA,NA,NA
1554,NA,NA,NA,NA
1555,NA,NA,NA,NA
1556,NA,NA,NA,NA
1557,NA,NA,NA,NA
1558,NA,NA,NA,NA
1559,NA,NA,NA,NA
1560,NA,NA,NA,NA
1561,NA,NA,NA,NA
1562,NA,NA,NA,NA
1563,NA,NA,NA,NA
1564,NA,NA,NA,NA
1565,NA,NA,NA,NA
1566,NA,NA,NA,NA
1567,NA,NA,NA,NA
1568,NA,NA,NA,NA
1569,NA,NA,NA,NA
1570,NA,NA,NA,NA
1571,NA,NA,NA,NA
1572,NA,NA,NA,NA
1573,NA,NA,NA,NA
1574,NA,NA,NA,NA
1575,NA,NA,NA,NA
1576,NA,NA,NA,NA
1577,NA,NA,NA,NA
1578,NA,NA,NA,NA
1579,NA,NA,NA,NA
1580,NA,NA,NA,NA
1581,NA,NA,NA,NA
1582,NA,NA,NA,NA
1583,NA,NA,NA,NA
1584,NA,NA,NA,NA
1585,NA,NA,NA,NA
1586,NA,NA,NA,NA
1587,NA,NA,NA,NA
1588,NA,NA,NA,NA
1589,NA,NA,NA,NA
1590,NA,NA,NA,NA
1591,NA,NA,NA,NA
1592,NA,NA,NA,NA
1593,NA,NA,NA,NA
1594,NA,NA,NA,NA
1595,NA,NA,NA,NA
1596,NA,NA,NA,NA
1597,NA,NA,NA,NA
1598,NA,NA,NA,NA
1599,NA,NA,NA,NA
1600,NA,NA,NA,NA
1601,NA,NA,NA,NA
1602,NA,NA,NA,NA
1603,NA,NA,NA,NA
1604,NA,NA,NA,NA
1605,NA,NA,NA,NA
1606,NA,NA,NA,NA
1607,NA,NA,NA,NA
1608,NA,NA,NA,NA
1609,NA,NA,NA,NA
1610,NA,NA,NA,NA
1611,NA,NA,NA,NA
1612,NA,NA,NA,NA
1613,NA,NA,NA,NA
1614,NA,NA,NA,NA
1615,NA,NA,NA,NA
1616,NA,NA,NA,NA
1617,NA,NA,NA,NA
1618,NA,NA,NA,NA
1619,NA,NA,NA,NA
1620,NA,NA,NA,NA
1621,0.334726292,-0.058094595,0.675813135,0.73390773
1622,0.449378603,-0.166528613,0.629939037,0.79646765
1623,0.482375233,-0.314644183,0.613491981,0.928136164
1624,0.49267184,-0.856700011,0.675083558,1.531783569
1625,0.486636367,-0.583049801,0.609515493,1.192565294
1626,0.453614952,-0.266764874,0.855736666,1.122501539
1627,0.477844901,-0.794453479,0.975483158,1.769936637
1628,0.518772004,-0.387660968,1.129094066,1.516755035
1629,0.528852645,-1.188872168,1.155318657,2.344190825
1630,0.547156423,-0.606220404,1.237045036,1.84326544
1631,0.544082152,-0.679670293,1.332263446,2.011933739
1632,0.519401384,-0.092726938,1.305338471,1.398065408
1633,0.528966902,-1.136578351,1.506218143,2.642796494
1634,0.526690542,-1.085345882,1.912278182,2.997624064
1635,0.559526782,-1.566937145,1.944750113,3.511687258
1636,0.502332244,-0.780140398,2.240664553,3.020804951
1637,0.537392623,-2.131347623,2.542692389,4.674040011
1638,0.567252173,-1.634804196,2.340917878,3.975722074
1639,0.553434349,-0.921895056,2.359274039,3.281169095
1640,0.566177809,-1.991412611,2.211743412,4.203156023
1641,0.585222433,-2.365323802,2.302131322,4.667455125
1642,0.557733068,-1.810629594,2.381171339,4.191800933
1643,0.588968689,-1.217749097,2.30730405,3.525053148
1644,0.595923403,-1.000897699,2.369622924,3.370520623
1645,0.594244072,-1.774921407,2.801817387,4.576738794
1646,0.558513245,-2.706934372,2.921701933,5.628636305
1647,0.612469593,-3.371573801,3.024432723,6.396006524
1648,0.599998805,-2.740613198,2.885561535,5.626174733
1649,0.606314812,-2.618877389,2.765376447,5.384253836
1650,0.514346981,-1.205748785,2.460415884,3.666164668
1651,0.561221239,-1.868475885,1.609354619,3.477830504
1652,0.512048472,-3.231011905,1.748122737,4.979134642
1653,0.625718827,-2.70796382,1.498939227,4.206903047
